hospital_id,name,street_address,city,province,postal_code,country,phone_number,email_address,hospital_type,operating_hours,accreditation_status,emergency_contact
278,"Ryan, Gibbs and Mitchell Hospital",35869 Ashley Loop,Quebec City,Quebec,M4W 0U1,Canada,438-207-8895,ryangibbsandmitchell@hospital.ca,Clinic,9 AM - 5 PM,Accredited,514-769-0080
279,"Montoya, Morales and Richardson Hospital",31189 Travis Groves,Gatineau,Quebec,U4A 9Y0,Canada,450-016-9508,montoyamoralesandrichardson@medcenter.ca,Clinic,9 AM - 5 PM,Certified,438-979-3733
280,Taylor and Sons Hospital,0333 Meyer Islands Apt. 304,Brossard,Quebec,X3N 9V8,Canada,418-633-8744,taylorandsons@healthcare.com,Specialized,10 AM - 8 PM,Pending,514-444-6435
281,Carlson-Giles Hospital,3346 Jasmine Viaduct Suite 249,Trois-Rivières,Quebec,Y2E 1Y1,Canada,450-490-8257,carlsongiles@hospital.ca,Specialized,7 AM - 7 PM,Pending,418-111-7875
282,James-Marshall Hospital,18709 Nelson Lights,Montreal,Quebec,H7O 0A2,Canada,418-320-7645,jamesmarshall@clinic.ca,Clinic,10 AM - 8 PM,Pending,450-001-4542
283,Franco PLC Hospital,92926 Jonathan Radial Suite 298,Mascouche,Quebec,J9C 9B2,Canada,418-330-0158,francoplc@medcenter.ca,Clinic,10 AM - 8 PM,Certified,418-201-5686
284,Martinez Ltd Hospital,9182 Ann Oval,Quebec City,Quebec,A1C 9V9,Canada,450-822-1087,martinezltd@clinic.ca,Specialized,8 AM - 6 PM,Pending,
285,Roberts-Lynch Hospital,52479 Roberts Forge,Trois-Rivières,Quebec,F5B 2F9,Canada,438-038-1986,robertslynch@medcenter.ca,Clinic,8 AM - 6 PM,Certified,438-228-7149
286,Henderson Ltd Hospital,2223 Hall Mountains Suite 304,Gatineau,Quebec,N8P 9U0,Canada,438-256-5913,hendersonltd@healthcare.com,General,9 AM - 5 PM,Certified,438-056-1186
287,Mcneil PLC Hospital,96642 Miller River Apt. 193,Mascouche,Quebec,U6N 8J1,Canada,418-111-8246,mcneilplc@hospital.ca,Clinic,9 AM - 5 PM,Accredited,
288,Anderson-Nguyen Hospital,4166 Ferguson Drive Suite 309,Gatineau,Quebec,B2K 9W3,Canada,514-250-8653,andersonnguyen@healthcare.com,Specialized,24/7,Accredited,418-348-6857
289,Sellers PLC Hospital,692 Richard Orchard Suite 535,Sherbrooke,Quebec,L2Q 6O5,Canada,514-099-5318,sellersplc@healthcare.com,General,8 AM - 6 PM,Accredited,450-918-2098
290,Henderson-Blevins Hospital,63737 Hoffman Gardens,Montreal,Quebec,Y0D 2H8,Canada,418-550-4296,hendersonblevins@hospital.ca,Specialized,7 AM - 7 PM,Pending,450-164-5442
291,Moore-Griffin Hospital,33367 James View,Sherbrooke,Quebec,T2Z 8P4,Canada,514-126-7173,mooregriffin@healthcare.com,Clinic,9 AM - 5 PM,Accredited,418-331-4011
292,"Rogers, Shelton and Jones Hospital",957 Thomas Pass Suite 419,Montreal,Quebec,C4V 3E3,Canada,514-448-6302,rogerssheltonandjones@clinic.ca,Specialized,8 AM - 6 PM,Pending,450-337-0142
293,Blackwell Inc Hospital,654 Michael Springs,Dollard-Des Ormeaux,Quebec,B3Y 8T3,Canada,418-330-8889,blackwellinc@hospital.ca,Specialized,8 AM - 6 PM,Accredited,418-279-6929
294,Boyd Inc Hospital,8998 Walker Gateway Suite 899,Pointe-Claire,Quebec,P1D 2L7,Canada,514-920-1829,boydinc@medcenter.ca,Clinic,9 AM - 5 PM,Pending,450-830-2579
295,Solomon-Reeves Hospital,3945 Decker Villages Suite 419,Repentigny,Quebec,P3A 3W2,Canada,438-785-9170,solomonreeves@clinic.ca,Specialized,24/7,Pending,418-082-8905
296,Fisher-Adkins Hospital,373 Anderson Lane,Repentigny,Quebec,L0E 7D0,Canada,514-690-8049,fisheradkins@hospital.ca,General,8 AM - 6 PM,Certified,450-112-7602
297,"Weaver, Nelson and Spencer Hospital",68637 Tara Mission Apt. 896,Quebec City,Quebec,H5F 2M5,Canada,418-209-8733,weavernelsonandspencer@clinic.ca,Specialized,7 AM - 7 PM,Certified,514-168-5387
298,Mitchell-Turner Hospital,1343 Beth Lock,Brossard,Quebec,K9Q 6Z3,Canada,418-617-8540,mitchellturner@hospital.ca,Clinic,9 AM - 5 PM,Certified,
299,Hamilton Group Hospital,08668 Chambers Drive,Trois-Rivières,Quebec,R0O 6P5,Canada,418-098-0599,hamiltongroup@clinic.ca,Specialized,8 AM - 6 PM,Pending,438-736-5044
300,Murphy PLC Hospital,02999 Brandon Orchard Apt. 810,Sherbrooke,Quebec,I6K 3M4,Canada,514-286-8703,murphyplc@healthcare.com,Clinic,7 AM - 7 PM,Accredited,450-036-1708
