hospital_id,name,street_address,city,province,postal_code,country,phone_number,email_address,hospital_type,operating_hours,accreditation_status,emergency_contact
279,Jones-King Hospital,1196 Sherry Fields,Laval,Quebec,Z8B 9I5,Canada,438-110-9762,jonesking@clinic.ca,General,8 AM - 6 PM,Pending,514-594-9325
280,"Blake, Rodriguez and Howard Hospital",180 Robert Loaf Apt. 197,Gatineau,Quebec,X6A 1G7,Canada,418-759-3538,blakerodriguezandhoward@medcenter.ca,Clinic,8 AM - 6 PM,Certified,
281,"Lynch, Collins and Sherman Hospital",64309 Owens Station,Quebec City,Quebec,D4T 2C5,Canada,514-031-4066,lynchcollinsandsherman@medcenter.ca,Clinic,7 AM - 7 PM,Certified,438-115-1543
282,"Villa, Smith and Walker Hospital",084 Jocelyn Road,Repentigny,Quebec,V0H 7S2,Canada,514-945-2889,villasmithandwalker@medcenter.ca,General,7 AM - 7 PM,Certified,514-603-9850
283,Salas-Adams Hospital,336 Reed Forks,Brossard,Quebec,L8L 7V1,Canada,450-427-8206,salasadams@clinic.ca,Clinic,8 AM - 6 PM,Pending,418-412-4262
284,"Lopez, Jones and Johnston Hospital",631 Hensley Valley Suite 702,Longueuil,Quebec,G8W 9H0,Canada,418-340-1632,lopezjonesandjohnston@medcenter.ca,General,9 AM - 5 PM,Accredited,438-427-1642
285,Fisher Ltd Hospital,83772 Carpenter Overpass Apt. 499,Dorval,Quebec,X3O 6M5,Canada,450-607-9289,fisherltd@hospital.ca,Clinic,7 AM - 7 PM,Accredited,450-212-8462
286,Hughes Ltd Hospital,8014 Dalton Walks,Gatineau,Quebec,W3O 0Y6,Canada,418-880-1517,hughesltd@medcenter.ca,Specialized,24/7,Certified,514-164-3751
287,"Smith, Montgomery and Gomez Hospital",35902 Benjamin Path Apt. 703,Brossard,Quebec,Y1L 2H1,Canada,418-744-2343,smithmontgomeryandgomez@hospital.ca,Specialized,9 AM - 5 PM,Pending,
288,Ramsey Group Hospital,50921 Leslie Plaza,Beaconsfield,Quebec,E8E 8G5,Canada,418-654-5973,ramseygroup@clinic.ca,Specialized,10 AM - 8 PM,Certified,438-044-3594
289,Campbell PLC Hospital,766 Joshua Shoal Apt. 396,Gatineau,Quebec,G7P 3V5,Canada,438-340-6030,campbellplc@clinic.ca,General,9 AM - 5 PM,Accredited,450-027-3681
290,Davis-Harris Hospital,3405 Ryan Brook Suite 467,Gatineau,Quebec,B6D 6Q7,Canada,418-587-7038,davisharris@medcenter.ca,Clinic,9 AM - 5 PM,Accredited,438-580-5150
291,Kaiser-Brown Hospital,764 Bell Ramp,Sherbrooke,Quebec,V6G 4T5,Canada,514-323-9470,kaiserbrown@hospital.ca,General,10 AM - 8 PM,Certified,514-443-2634
292,Lozano-Ortiz Hospital,745 Nicole Club Suite 453,Dorval,Quebec,G3Y 7P4,Canada,514-109-1700,lozanoortiz@clinic.ca,General,7 AM - 7 PM,Certified,450-379-8016
293,"Hanna, York and Robinson Hospital",600 Jeanette Rapids,Montreal,Quebec,T5E 8J4,Canada,418-058-9633,hannayorkandrobinson@hospital.ca,Specialized,8 AM - 6 PM,Accredited,514-320-0037
294,Moore-Berry Hospital,1104 Jones Place Suite 357,Trois-Rivières,Quebec,T7F 8V7,Canada,418-458-6203,mooreberry@hospital.ca,Specialized,24/7,Certified,514-814-3991
295,"Morse, Howard and Ortiz Hospital",01145 Knox Rue Suite 327,Quebec City,Quebec,P0Q 5J6,Canada,418-131-8086,morsehowardandortiz@clinic.ca,Specialized,7 AM - 7 PM,Accredited,438-091-4020
296,Mccall Group Hospital,583 Huff Loaf,Montreal,Quebec,X2Q 3B5,Canada,450-163-3184,mccallgroup@healthcare.com,General,10 AM - 8 PM,Certified,418-027-8887
297,Herman-Williams Hospital,12635 Victoria Fields Suite 736,Gatineau,Quebec,C0L 6V6,Canada,418-369-1725,hermanwilliams@healthcare.com,Clinic,7 AM - 7 PM,Accredited,438-167-7145
298,Gillespie PLC Hospital,5369 Zimmerman Lodge Apt. 957,Sherbrooke,Quebec,E6B 5F3,Canada,418-783-9842,gillespieplc@medcenter.ca,General,7 AM - 7 PM,Certified,
299,Robinson Ltd Hospital,75707 John Plains,Mascouche,Quebec,A5F 3T1,Canada,514-571-6026,robinsonltd@hospital.ca,General,10 AM - 8 PM,Certified,
300,"Morgan, Arnold and Abbott Hospital",9865 Melanie Course Apt. 911,Pointe-Claire,Quebec,P4R 2C8,Canada,438-099-4295,morganarnoldandabbott@clinic.ca,Specialized,7 AM - 7 PM,Accredited,514-414-5455
301,Johnson LLC Hospital,64092 Vance Harbors Suite 159,Repentigny,Quebec,B4W 3T1,Canada,438-543-6570,johnsonllc@clinic.ca,Specialized,24/7,Pending,418-263-9788
302,Lopez-Lopez Hospital,5495 Shannon Orchard,Kirkland,Quebec,N2R 5B1,Canada,514-023-1266,lopezlopez@medcenter.ca,General,8 AM - 6 PM,Pending,418-623-9444
303,Bowers Ltd Hospital,2902 Mosley Island,Mascouche,Quebec,K3I 0R1,Canada,438-375-3820,bowersltd@healthcare.com,General,24/7,Pending,438-200-4133
304,"Welch, Kelley and Hawkins Hospital",02715 Ward Shore,Blainville,Quebec,G5A 5F3,Canada,514-108-0001,welchkelleyandhawkins@clinic.ca,General,24/7,Accredited,514-444-8936
305,Hart Ltd Hospital,07862 Reeves Alley,Granby,Quebec,Q0P 1L4,Canada,450-365-2534,hartltd@medcenter.ca,Clinic,7 AM - 7 PM,Pending,438-610-7343
306,Peterson LLC Hospital,6942 Carolyn Keys Suite 175,Dorval,Quebec,K0P 4B2,Canada,514-695-0052,petersonllc@clinic.ca,General,8 AM - 6 PM,Pending,418-757-2103
307,"French, Gonzalez and Wong Hospital",255 Rogers Heights Apt. 273,Kirkland,Quebec,H3E 5I1,Canada,450-221-9882,frenchgonzalezandwong@hospital.ca,General,8 AM - 6 PM,Pending,
308,Hall Group Hospital,6698 Nathaniel Canyon,Longueuil,Quebec,G0U 8U4,Canada,450-563-4475,hallgroup@healthcare.com,Clinic,9 AM - 5 PM,Pending,
309,"Clark, Watson and Miles Hospital",056 Connor Freeway Suite 887,Montreal,Quebec,N1V 7Y2,Canada,438-978-4926,clarkwatsonandmiles@clinic.ca,Specialized,10 AM - 8 PM,Accredited,438-671-6061
310,"Henry, Mitchell and Martin Hospital",0655 Katherine Walk,Dollard-Des Ormeaux,Quebec,U3A 7W0,Canada,450-450-3330,henrymitchellandmartin@healthcare.com,Specialized,9 AM - 5 PM,Certified,450-092-4583
311,"Shaw, Wright and Haynes Hospital",783 Michael Wall Suite 725,Montreal,Quebec,X1Q 9J4,Canada,514-156-5715,shawwrightandhaynes@medcenter.ca,Specialized,24/7,Pending,450-126-8667
312,Owens Group Hospital,3332 Mcmillan Trail Apt. 992,Mascouche,Quebec,G9Q 4J4,Canada,514-666-2216,owensgroup@healthcare.com,Clinic,8 AM - 6 PM,Pending,
313,"Parsons, Barnes and Sandoval Hospital",0770 Gibson Drive Suite 095,Laval,Quebec,V8H 9D4,Canada,438-367-5852,parsonsbarnesandsandoval@hospital.ca,Specialized,24/7,Accredited,514-904-6702
314,Mills-Flores Hospital,06829 Walker Island,Gatineau,Quebec,T5N 8V9,Canada,418-835-0449,millsflores@hospital.ca,Clinic,10 AM - 8 PM,Pending,
315,Simmons-Frederick Hospital,04339 Ward Prairie Suite 377,Blainville,Quebec,A2W 8V8,Canada,514-855-7454,simmonsfrederick@healthcare.com,Specialized,9 AM - 5 PM,Accredited,514-495-2050
316,"Rodriguez, White and Tapia Hospital",42667 Davis Fall Suite 477,Kirkland,Quebec,K1A 0I4,Canada,514-639-4583,rodriguezwhiteandtapia@medcenter.ca,General,7 AM - 7 PM,Certified,514-860-8560
317,Martinez-Williams Hospital,43277 Clark Lock,Drummondville,Quebec,S2G 2B1,Canada,418-853-2152,martinezwilliams@clinic.ca,General,10 AM - 8 PM,Certified,
318,Cooper-Torres Hospital,069 Brown Burgs Suite 059,Repentigny,Quebec,H7C 5O3,Canada,450-764-0328,coopertorres@hospital.ca,Clinic,9 AM - 5 PM,Pending,450-015-9352
319,"Graves, Smith and Wu Hospital",166 Maria Gardens Apt. 190,Brossard,Quebec,K1Z 6B2,Canada,514-483-5278,gravessmithandwu@medcenter.ca,Clinic,7 AM - 7 PM,Certified,418-437-2528
320,Vincent LLC Hospital,58828 Maria Course,Quebec City,Quebec,R9I 9J9,Canada,450-144-6522,vincentllc@hospital.ca,Specialized,7 AM - 7 PM,Certified,418-402-1174
321,Cook and Sons Hospital,5671 Johnson Union Apt. 712,Dorval,Quebec,I7H 3K0,Canada,514-304-6940,cookandsons@healthcare.com,Specialized,24/7,Pending,514-340-5127
322,Duncan-Osborn Hospital,6068 Angelica Islands Suite 182,Pointe-Claire,Quebec,V2W 6K5,Canada,514-888-2203,duncanosborn@hospital.ca,General,8 AM - 6 PM,Certified,418-973-7777
323,Wood-Cohen Hospital,950 Michael Shore,Repentigny,Quebec,B4P 9L4,Canada,514-130-9943,woodcohen@clinic.ca,Specialized,9 AM - 5 PM,Certified,450-514-6194
324,Lee Inc Hospital,2404 White Keys Suite 210,Dollard-Des Ormeaux,Quebec,R1B 5C6,Canada,438-854-4658,leeinc@healthcare.com,General,10 AM - 8 PM,Accredited,450-631-2604
325,"Martinez, Perez and Carson Hospital",82794 Ebony Gardens Apt. 163,Granby,Quebec,W1W 7Y5,Canada,514-707-5151,martinezperezandcarson@medcenter.ca,Specialized,10 AM - 8 PM,Pending,418-904-0768
326,Martin-Molina Hospital,4597 Payne Islands Suite 188,Granby,Quebec,C4X 0W2,Canada,514-677-4211,martinmolina@healthcare.com,Clinic,8 AM - 6 PM,Pending,418-612-1938
327,Valdez-Palmer Hospital,247 Alicia Oval,Quebec City,Quebec,O7Q 5V6,Canada,514-284-1706,valdezpalmer@clinic.ca,Specialized,10 AM - 8 PM,Certified,450-549-6854
328,Esparza-Peterson Hospital,45886 Cook Corner,Quebec City,Quebec,L9J 5T9,Canada,438-913-1010,esparzapeterson@clinic.ca,Clinic,8 AM - 6 PM,Accredited,418-342-1458
329,Holmes-Martinez Hospital,61951 Graham Islands Apt. 509,Blainville,Quebec,H8E 7V0,Canada,514-530-7793,holmesmartinez@medcenter.ca,Specialized,24/7,Accredited,418-388-9072
330,"Jackson, Allen and Davis Hospital",99385 Kayla Forges Suite 608,Quebec City,Quebec,U4K 3M7,Canada,514-902-2981,jacksonallenanddavis@clinic.ca,Specialized,10 AM - 8 PM,Pending,450-818-6278
331,Welch PLC Hospital,652 Harris Isle,Quebec City,Quebec,L3J 3A0,Canada,514-267-9025,welchplc@hospital.ca,General,10 AM - 8 PM,Pending,418-409-9598
332,Benton-Sosa Hospital,9763 Mary Row Suite 656,Beaconsfield,Quebec,C0G 7G9,Canada,418-128-0045,bentonsosa@clinic.ca,General,10 AM - 8 PM,Accredited,438-227-6128
333,Richardson-Hogan Hospital,983 David Skyway,Kirkland,Quebec,J8P 0Y1,Canada,438-649-1986,richardsonhogan@hospital.ca,General,24/7,Certified,514-005-6232
334,Thornton Inc Hospital,36324 Robert Square,Brossard,Quebec,J1J 9B2,Canada,438-603-3696,thorntoninc@clinic.ca,Specialized,7 AM - 7 PM,Accredited,450-957-3614
335,"Fisher, Joseph and Figueroa Hospital",6743 Santiago Point,Laval,Quebec,Q0C 3E4,Canada,514-209-0445,fisherjosephandfigueroa@medcenter.ca,Specialized,7 AM - 7 PM,Pending,
336,"Hendricks, Lucas and Carroll Hospital",4260 Tyler Spurs Apt. 478,Granby,Quebec,M2I 7J6,Canada,514-139-0270,hendrickslucasandcarroll@clinic.ca,Clinic,7 AM - 7 PM,Certified,450-558-4851
337,"Robertson, Torres and Vaughn Hospital",5618 Timothy Hollow Apt. 804,Quebec City,Quebec,H2A 1S1,Canada,514-667-5537,robertsontorresandvaughn@clinic.ca,Specialized,8 AM - 6 PM,Certified,450-852-7144
338,"Chung, Rodriguez and Dennis Hospital",04539 Donna Highway,Mascouche,Quebec,Q2Z 6N2,Canada,450-636-8550,chungrodriguezanddennis@hospital.ca,Specialized,10 AM - 8 PM,Accredited,
339,Sullivan and Sons Hospital,2639 Fleming Street Apt. 816,Dorval,Quebec,H3S 0M1,Canada,418-636-3407,sullivanandsons@clinic.ca,Specialized,9 AM - 5 PM,Certified,450-785-6704
340,"Johnson, Hines and Davis Hospital",67140 James Station,Gatineau,Quebec,W7D 5M7,Canada,418-110-2635,johnsonhinesanddavis@medcenter.ca,General,9 AM - 5 PM,Accredited,450-843-9680
341,"Jenkins, Ross and Ramirez Hospital",063 Julie Hill,Dollard-Des Ormeaux,Quebec,A1N 7U2,Canada,438-105-5446,jenkinsrossandramirez@medcenter.ca,General,10 AM - 8 PM,Accredited,418-834-9064
342,Watson Ltd Hospital,471 Emily Pine Suite 590,Repentigny,Quebec,F2I 9J2,Canada,418-584-0818,watsonltd@healthcare.com,Clinic,10 AM - 8 PM,Certified,438-175-4303
343,Lewis Inc Hospital,91816 Stone Parks,Dollard-Des Ormeaux,Quebec,U4U 3S9,Canada,514-325-0936,lewisinc@medcenter.ca,Specialized,24/7,Pending,450-493-3253
344,Hernandez-English Hospital,72502 Smith Mountain,Beaconsfield,Quebec,G2M 6U3,Canada,418-955-0869,hernandezenglish@medcenter.ca,Specialized,7 AM - 7 PM,Accredited,450-478-4765
345,Johnson LLC Hospital,686 Lynn Spurs Apt. 810,Dorval,Quebec,K7R 1H8,Canada,438-527-3582,johnsonllc@medcenter.ca,Clinic,8 AM - 6 PM,Pending,
346,Bailey-Hoover Hospital,5118 Michelle Lane Apt. 659,Granby,Quebec,B7H 7F8,Canada,514-579-0295,baileyhoover@clinic.ca,General,9 AM - 5 PM,Accredited,514-571-6100
347,"Bullock, Abbott and Hoffman Hospital",9861 Williams Ridge Suite 128,Trois-Rivières,Quebec,V9V 3Y1,Canada,514-124-4169,bullockabbottandhoffman@medcenter.ca,Specialized,24/7,Certified,
348,"Mcintosh, Beasley and Martin Hospital",840 Williams Camp Suite 824,Mascouche,Quebec,F1K 2X7,Canada,438-620-6578,mcintoshbeasleyandmartin@clinic.ca,Clinic,8 AM - 6 PM,Pending,
349,"Carter, Phillips and Durham Hospital",8330 Eric Causeway Apt. 347,Dorval,Quebec,P7K 2J7,Canada,450-203-9466,carterphillipsanddurham@clinic.ca,Clinic,8 AM - 6 PM,Accredited,418-317-2596
350,Mitchell-Mcknight Hospital,5627 Linda Fort,Montreal,Quebec,Q1P 9M7,Canada,418-224-0197,mitchellmcknight@hospital.ca,General,24/7,Accredited,450-607-4333
351,Smith LLC Hospital,36135 Andersen Orchard,Brossard,Quebec,S4R 7J6,Canada,450-485-5071,smithllc@medcenter.ca,General,7 AM - 7 PM,Certified,514-908-5357
352,"Mcgee, Garcia and Allen Hospital",871 Kelly Pike Apt. 889,Sherbrooke,Quebec,T0T 6A5,Canada,418-732-4910,mcgeegarciaandallen@clinic.ca,General,24/7,Certified,418-177-0831
353,"Small, Brady and Werner Hospital",9697 Brian Inlet Suite 990,Pointe-Claire,Quebec,H9B 9Z0,Canada,438-983-5752,smallbradyandwerner@medcenter.ca,Clinic,8 AM - 6 PM,Certified,514-898-6009
354,Stanton-Franklin Hospital,74306 David Court Apt. 851,Dorval,Quebec,H3R 8F2,Canada,514-244-3439,stantonfranklin@clinic.ca,Clinic,24/7,Certified,438-174-1649
355,Poole-Hill Hospital,6621 Brandon Brook,Drummondville,Quebec,Q2R 0F6,Canada,450-094-9338,poolehill@hospital.ca,Clinic,9 AM - 5 PM,Accredited,450-055-4424
356,"Thomas, Washington and Coleman Hospital",4406 Laura Squares Suite 175,Drummondville,Quebec,C6K 8S5,Canada,438-530-2385,thomaswashingtonandcoleman@healthcare.com,Clinic,10 AM - 8 PM,Accredited,438-628-1400
357,"Kidd, Kirby and Jensen Hospital",784 Bryan Expressway,Quebec City,Quebec,G8T 3P0,Canada,450-656-9554,kiddkirbyandjensen@medcenter.ca,General,8 AM - 6 PM,Accredited,450-731-6468
358,"Thomas, Davidson and Harmon Hospital",6426 Carter Street Apt. 000,Granby,Quebec,I6Y 0L2,Canada,450-192-0644,thomasdavidsonandharmon@medcenter.ca,General,8 AM - 6 PM,Pending,
359,"Love, Williamson and Burch Hospital",214 Vega Place Suite 708,Dorval,Quebec,X3L 1J2,Canada,450-555-1733,lovewilliamsonandburch@hospital.ca,Clinic,9 AM - 5 PM,Accredited,450-651-3214
360,Henry-Finley Hospital,575 Blake Neck Suite 541,Gatineau,Quebec,K2V 1S9,Canada,514-010-9176,henryfinley@healthcare.com,Clinic,24/7,Pending,450-571-9848
361,"Harris, Berry and Lawson Hospital",7262 Brown Branch,Dorval,Quebec,Y3S 2Y7,Canada,438-382-2510,harrisberryandlawson@medcenter.ca,General,10 AM - 8 PM,Pending,514-689-9431
362,"Parks, Powers and Lopez Hospital",224 John Ports,Pointe-Claire,Quebec,H0U 7L9,Canada,450-020-8995,parkspowersandlopez@healthcare.com,Specialized,9 AM - 5 PM,Certified,418-600-1963
363,Martinez-Ellis Hospital,7824 Andrew Forest Apt. 215,Mascouche,Quebec,T7C 9G1,Canada,450-403-0762,martinezellis@medcenter.ca,Clinic,7 AM - 7 PM,Pending,450-030-7689
364,Schmidt-Wilkerson Hospital,7306 Stone Wall Apt. 090,Montreal,Quebec,P0I 9S9,Canada,450-095-0390,schmidtwilkerson@clinic.ca,General,9 AM - 5 PM,Certified,514-214-2733
365,Zimmerman and Sons Hospital,289 Steven Way,Dollard-Des Ormeaux,Quebec,D5K 6N1,Canada,450-140-8174,zimmermanandsons@medcenter.ca,General,9 AM - 5 PM,Accredited,438-774-7916
366,"Cervantes, Velasquez and Turner Hospital",65919 Roberts Camp Apt. 499,Laval,Quebec,D1W 3J1,Canada,418-058-6849,cervantesvelasquezandturner@clinic.ca,Specialized,24/7,Accredited,
367,Gray Inc Hospital,020 Harold Fork Apt. 196,Sherbrooke,Quebec,W8Q 1U2,Canada,418-313-6941,grayinc@hospital.ca,Clinic,8 AM - 6 PM,Pending,450-028-8415
368,"Kidd, Gillespie and Pacheco Hospital",154 Davis Causeway,Gatineau,Quebec,L8D 6M2,Canada,450-684-5396,kiddgillespieandpacheco@hospital.ca,Clinic,10 AM - 8 PM,Certified,450-563-6785
369,"Cruz, Hubbard and Pittman Hospital",379 Madeline Summit,Dorval,Quebec,Y1K 2Y8,Canada,450-869-1731,cruzhubbardandpittman@healthcare.com,Specialized,8 AM - 6 PM,Pending,450-339-8178
370,Bates-Huffman Hospital,77187 Allen Haven Apt. 469,Pointe-Claire,Quebec,Y4O 2R2,Canada,438-541-4431,bateshuffman@clinic.ca,Clinic,9 AM - 5 PM,Certified,418-299-2698
371,Baker-Owen Hospital,864 Melinda Light,Drummondville,Quebec,C6S 3I8,Canada,438-034-9613,bakerowen@hospital.ca,Clinic,7 AM - 7 PM,Pending,418-336-2836
372,Rivera Group Hospital,67660 Jennifer Stream,Blainville,Quebec,I5A 8Q3,Canada,450-210-3711,riveragroup@medcenter.ca,General,10 AM - 8 PM,Pending,
373,"Jimenez, Wall and Hicks Hospital",64883 Kevin Ford,Dorval,Quebec,U6J 5S5,Canada,438-140-8848,jimenezwallandhicks@hospital.ca,Clinic,9 AM - 5 PM,Pending,438-822-7001
374,Drake-Velazquez Hospital,1934 Woodward Fork Apt. 539,Laval,Quebec,B8E 0F8,Canada,514-561-2695,drakevelazquez@hospital.ca,Specialized,10 AM - 8 PM,Certified,
375,"Allen, Martinez and Young Hospital",318 Alexandria Flats,Brossard,Quebec,W3E 0P5,Canada,514-486-1980,allenmartinezandyoung@clinic.ca,Specialized,9 AM - 5 PM,Certified,514-384-8633
376,Contreras Inc Hospital,7742 Cody Burg Apt. 456,Gatineau,Quebec,B9H 1I0,Canada,438-760-9844,contrerasinc@medcenter.ca,Specialized,24/7,Accredited,418-462-9309
377,Obrien-Irwin Hospital,915 John Light Suite 775,Gatineau,Quebec,K6G 3T6,Canada,514-466-0145,obrienirwin@medcenter.ca,Clinic,8 AM - 6 PM,Accredited,450-243-9464
378,"Peters, Spears and Palmer Hospital",55571 Laurie Lane,Blainville,Quebec,X0B 4D0,Canada,418-801-9266,petersspearsandpalmer@clinic.ca,Clinic,10 AM - 8 PM,Pending,438-679-0608
379,"Lamb, Martinez and Griffin Hospital",201 Chelsea Loaf,Quebec City,Quebec,G3N 5U8,Canada,438-938-7679,lambmartinezandgriffin@clinic.ca,Clinic,10 AM - 8 PM,Accredited,438-754-2268
380,Garcia LLC Hospital,63025 Montes Forks,Dorval,Quebec,B2S 5Y6,Canada,418-333-9444,garciallc@healthcare.com,Clinic,7 AM - 7 PM,Accredited,
381,"Herrera, Simmons and Church Hospital",35533 Lindsey Grove Suite 827,Sherbrooke,Quebec,R1O 0A7,Canada,438-650-0397,herrerasimmonsandchurch@clinic.ca,Specialized,9 AM - 5 PM,Certified,
382,Whitaker Ltd Hospital,300 Robert Streets,Brossard,Quebec,U4Z 0P5,Canada,418-442-0298,whitakerltd@hospital.ca,General,8 AM - 6 PM,Certified,514-667-6044
383,"Ruiz, Stephenson and Anderson Hospital",656 Katrina Key Apt. 686,Blainville,Quebec,Z2N 3F5,Canada,514-474-5265,ruizstephensonandanderson@medcenter.ca,General,24/7,Pending,514-491-7954
384,Floyd LLC Hospital,5626 Preston Creek Suite 241,Trois-Rivières,Quebec,K5Q 2G5,Canada,438-378-5164,floydllc@hospital.ca,Specialized,7 AM - 7 PM,Pending,
385,Jordan Group Hospital,08756 Jessica Spurs Apt. 330,Longueuil,Quebec,H2U 0H6,Canada,418-921-3362,jordangroup@healthcare.com,Specialized,10 AM - 8 PM,Certified,450-280-0353
386,Norris PLC Hospital,2261 Willis Ramp,Laval,Quebec,G0L 4I1,Canada,514-927-8511,norrisplc@clinic.ca,Specialized,24/7,Certified,418-781-0211
387,Kemp-Jones Hospital,910 Lisa Mission Apt. 889,Repentigny,Quebec,Z3K 0M6,Canada,438-747-7223,kempjones@healthcare.com,General,10 AM - 8 PM,Accredited,
388,"Ross, Wall and Shepherd Hospital",653 James Trail,Drummondville,Quebec,S3U 0U6,Canada,418-993-0855,rosswallandshepherd@healthcare.com,Clinic,9 AM - 5 PM,Certified,514-653-7359
389,"Hernandez, Hansen and Garcia Hospital",268 Benjamin Brook,Blainville,Quebec,M2F 5C5,Canada,450-166-2997,hernandezhansenandgarcia@hospital.ca,General,9 AM - 5 PM,Pending,514-765-5828
390,Montes-Martinez Hospital,03360 Matthew Keys Suite 270,Trois-Rivières,Quebec,P2E 1M6,Canada,418-444-5985,montesmartinez@clinic.ca,General,8 AM - 6 PM,Pending,450-294-8636
391,Hogan-Johnson Hospital,41683 Hanson Road,Montreal,Quebec,A1X 0M2,Canada,438-141-2049,hoganjohnson@healthcare.com,Specialized,24/7,Certified,514-410-1978
392,Wells LLC Hospital,97873 Kelly Rest,Laval,Quebec,L6E 4U0,Canada,418-080-4349,wellsllc@hospital.ca,Specialized,10 AM - 8 PM,Certified,
393,"Moore, Fox and Brandt Hospital",211 Gary Extension Apt. 997,Dorval,Quebec,S0V 0T0,Canada,450-114-0049,moorefoxandbrandt@medcenter.ca,General,9 AM - 5 PM,Certified,438-730-9803
394,Thompson-Anderson Hospital,75702 Malone Cape,Drummondville,Quebec,B7M 3M2,Canada,438-624-6223,thompsonanderson@healthcare.com,Clinic,10 AM - 8 PM,Certified,418-211-1397
395,Perry Group Hospital,8264 Michael Point Apt. 939,Mascouche,Quebec,E0K 6F4,Canada,514-121-1946,perrygroup@hospital.ca,Clinic,7 AM - 7 PM,Pending,514-527-6769
396,Perez Group Hospital,55701 April Junctions Suite 501,Quebec City,Quebec,B8V 6F5,Canada,514-379-3430,perezgroup@clinic.ca,General,8 AM - 6 PM,Pending,
397,"Thomas, Perez and Gray Hospital",79956 Kaitlyn Ford Suite 554,Laval,Quebec,N2D 2N3,Canada,450-006-7488,thomasperezandgray@healthcare.com,General,8 AM - 6 PM,Pending,450-444-3339
398,Bradley-Conway Hospital,394 David Loop Apt. 072,Trois-Rivières,Quebec,J6M 9M3,Canada,438-611-2164,bradleyconway@medcenter.ca,Clinic,9 AM - 5 PM,Pending,450-674-3098
399,"Burke, Lamb and Kim Hospital",5790 Sparks Ridge,Dorval,Quebec,K9G 1S5,Canada,438-291-6998,burkelambandkim@healthcare.com,Specialized,8 AM - 6 PM,Pending,438-561-2932
400,Simmons-Morton Hospital,933 Juan Dale,Dollard-Des Ormeaux,Quebec,T2B 8N4,Canada,438-789-5850,simmonsmorton@clinic.ca,Clinic,7 AM - 7 PM,Pending,418-633-1657
401,"Jones, Lee and Rich Hospital",71579 Brenda Station,Mascouche,Quebec,A3T 7V6,Canada,418-308-2914,jonesleeandrich@healthcare.com,General,7 AM - 7 PM,Certified,450-336-4641
402,Dickson-Anderson Hospital,5121 Joseph Grove,Sherbrooke,Quebec,M5U 9Y0,Canada,450-709-0314,dicksonanderson@clinic.ca,Specialized,10 AM - 8 PM,Accredited,514-436-4410
403,"Price, Wade and Wright Hospital",500 Christina Mall,Montreal,Quebec,Y2D 4T3,Canada,438-791-5576,pricewadeandwright@medcenter.ca,Clinic,10 AM - 8 PM,Certified,
404,Ramos LLC Hospital,32817 Lindsay Expressway,Laval,Quebec,A3V 5I7,Canada,418-788-2357,ramosllc@medcenter.ca,Clinic,7 AM - 7 PM,Pending,514-236-0147
405,Fernandez-Davis Hospital,410 Karen Course,Pointe-Claire,Quebec,A8E 7X9,Canada,450-961-8035,fernandezdavis@clinic.ca,Specialized,8 AM - 6 PM,Certified,514-976-3770
406,Gilbert LLC Hospital,689 Linda Drives Suite 796,Dorval,Quebec,G9F 9O4,Canada,514-856-3212,gilbertllc@healthcare.com,Specialized,10 AM - 8 PM,Pending,438-105-6210
407,Smith PLC Hospital,7110 Ortega Plain Apt. 643,Sherbrooke,Quebec,Z0F 8F1,Canada,450-695-0729,smithplc@healthcare.com,Clinic,7 AM - 7 PM,Pending,
408,"Smith, Ford and Garcia Hospital",7685 Danielle Walk,Beaconsfield,Quebec,X4R 3J3,Canada,418-502-6380,smithfordandgarcia@medcenter.ca,Specialized,7 AM - 7 PM,Certified,
409,Johnson Inc Hospital,942 Jessica Crest,Quebec City,Quebec,N2K 6I3,Canada,438-778-5550,johnsoninc@clinic.ca,Specialized,24/7,Certified,438-461-1927
410,Woodard-Page Hospital,151 Carey Pass,Drummondville,Quebec,N3E 6C4,Canada,438-909-7434,woodardpage@healthcare.com,Specialized,9 AM - 5 PM,Pending,450-359-7114
411,Rodriguez Ltd Hospital,342 Amy Brook,Brossard,Quebec,J0Y 6I8,Canada,450-708-3821,rodriguezltd@healthcare.com,Specialized,9 AM - 5 PM,Accredited,514-288-6027
412,"Andrade, Miller and Bennett Hospital",4291 Colleen Lane,Mascouche,Quebec,P3A 2H7,Canada,514-201-2000,andrademillerandbennett@medcenter.ca,General,7 AM - 7 PM,Certified,
413,Farley-Bennett Hospital,390 John Spring Suite 251,Trois-Rivières,Quebec,C7P 0E2,Canada,450-311-7380,farleybennett@clinic.ca,Specialized,24/7,Certified,438-974-9360
414,Davis-Fletcher Hospital,840 Michelle Fort Suite 206,Repentigny,Quebec,T1O 7Q8,Canada,514-340-0920,davisfletcher@healthcare.com,Clinic,8 AM - 6 PM,Accredited,418-933-3685
415,Tanner PLC Hospital,507 Holly Radial,Quebec City,Quebec,V0A 2X8,Canada,450-933-2116,tannerplc@hospital.ca,General,9 AM - 5 PM,Certified,
416,Wilson-Walters Hospital,8448 Stephen Plain,Blainville,Quebec,K5Q 6L1,Canada,438-701-5330,wilsonwalters@clinic.ca,General,24/7,Accredited,438-112-7514
417,"Adams, Harris and Manning Hospital",21334 Nathan Glen Apt. 646,Beaconsfield,Quebec,S3L 4M6,Canada,418-311-6512,adamsharrisandmanning@healthcare.com,Specialized,24/7,Pending,450-428-6434
